,index_id,Rev_Date,Date,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week
231,2-2011-10-14,2011-10-14,2011-10-14,2,1743882.19,0,71.67,3.274,217.0048261,7.441,10,2011,41
232,2-2011-10-21,2011-10-21,2011-10-21,2,1834680.25,0,64.53,3.353,217.1650042,7.441,10,2011,42
233,2-2011-10-28,2011-10-28,2011-10-28,2,1769296.25,0,65.87,3.372,217.3251824,7.441,10,2011,43
196,2-2011-11-02,2011-11-02,2011-11-02,2,2168041.61,1,33.19,3.022,212.5928624,8.028,11,2011,44
200,2-2011-11-03,2011-11-03,2011-11-03,2,1879107.31,0,52.7,3.459,213.7646401,8.028,11,2011,44
235,2-2011-11-11,2011-11-11,2011-11-11,2,1920725.15,0,59.33,3.297,217.6455387,7.441,11,2011,45
236,2-2011-11-18,2011-11-18,2011-11-18,2,1902762.5,0,62.01,3.308,217.8670218,7.441,11,2011,46
237,2-2011-11-25,2011-11-25,2011-11-25,2,2614202.3,1,56.36,3.236,218.1130269,7.441,11,2011,47
222,2-2011-12-08,2011-12-08,2011-12-08,2,1812768.26,0,91.58,3.638,215.2593211,7.852,12,2011,49
240,2-2011-12-16,2011-12-16,2011-12-16,2,2432736.52,0,50.13,3.159,218.8217928,7.441,12,2011,50
241,2-2011-12-23,2011-12-23,2011-12-23,2,3224369.8,0,46.66,3.112,218.9995495,7.441,12,2011,51
242,2-2011-12-30,2011-12-30,2011-12-30,2,1874226.52,1,44.57,3.129,219.1773063,7.441,12,2011,52
264,2-2012-01-06,2012-01-06,2012-01-06,2,1910092.37,0,78.38,3.501,221.3852748,6.891,1,2012,1
244,2-2012-01-13,2012-01-13,2012-01-13,2,1744725.48,0,45.99,3.261,219.5328198,7.057,1,2012,2
245,2-2012-01-20,2012-01-20,2012-01-20,2,1711769.11,0,51.7,3.268,219.6258417,7.057,1,2012,3
246,2-2012-01-27,2012-01-27,2012-01-27,2,1660906.14,0,50.5,3.29,219.7188636,7.057,1,2012,4
251,2-2012-02-03,2012-02-03,2012-02-03,2,1952555.66,0,58.79,3.63,220.4866886,7.057,2,2012,5
249,2-2012-02-17,2012-02-17,2012-02-17,2,2196688.46,0,43.82,3.51,220.0651993,7.057,2,2012,7
250,2-2012-02-24,2012-02-24,2012-02-24,2,1861802.7,0,54.63,3.555,220.275944,7.057,2,2012,8
247,2-2012-03-02,2012-03-02,2012-03-02,2,1935299.94,0,55.21,3.36,219.8118854,7.057,3,2012,9
273,2-2012-03-08,2012-03-08,2012-03-08,2,1946104.64,0,90.22,3.417,221.5869799,6.565,3,2012,10
253,2-2012-03-16,2012-03-16,2012-03-16,2,1976082.13,0,63.68,3.734,220.8498468,7.057,3,2012,11
254,2-2012-03-23,2012-03-23,2012-03-23,2,1790439.16,0,64.01,3.787,220.9244858,7.057,3,2012,12
255,2-2012-03-30,2012-03-30,2012-03-30,2,1857480.84,0,66.83,3.845,220.9991248,7.057,3,2012,13
260,2-2012-04-05,2012-04-05,2012-04-05,2,1923957.09,0,76.73,3.749,221.3095166,6.891,4,2012,14
257,2-2012-04-13,2012-04-13,2012-04-13,2,1935869.1,0,68.08,3.891,221.1484028,6.891,4,2012,15
258,2-2012-04-20,2012-04-20,2012-04-20,2,1847344.45,0,65.69,3.877,221.2021074,6.891,4,2012,16
259,2-2012-04-27,2012-04-27,2012-04-27,2,1764133.09,0,67.2,3.814,221.255812,6.891,4,2012,17
282,2-2012-05-10,2012-05-10,2012-05-10,2,1998321.04,0,70.27,3.617,222.8159296,6.17,5,2012,19
262,2-2012-05-18,2012-05-18,2012-05-18,2,2000940.67,0,71.27,3.63,221.380331,6.891,5,2012,20
263,2-2012-05-25,2012-05-25,2012-05-25,2,1912791.09,0,78.19,3.561,221.3828029,6.891,5,2012,21
243,2-2012-06-01,2012-06-01,2012-06-01,2,1799520.14,0,46.75,3.157,219.355063,7.057,6,2012,22
256,2-2012-06-04,2012-06-04,2012-06-04,2,2129035.91,0,68.43,3.891,221.0737638,6.891,6,2012,23
269,2-2012-06-07,2012-06-07,2012-06-07,2,2041507.4,0,84.2,3.227,221.5215064,6.565,6,2012,23
266,2-2012-06-15,2012-06-15,2012-06-15,2,1962924.3,0,80.56,3.393,221.4009901,6.891,6,2012,24
267,2-2012-06-22,2012-06-22,2012-06-22,2,1887733.21,0,81.04,3.346,221.4411622,6.891,6,2012,25
268,2-2012-06-29,2012-06-29,2012-06-29,2,1881046.12,0,86.32,3.286,221.4813343,6.891,6,2012,26
278,2-2012-07-09,2012-07-09,2012-07-09,2,1898777.07,1,87.65,3.73,222.0747635,6.565,7,2012,28
270,2-2012-07-13,2012-07-13,2012-07-13,2,1830075.13,0,80.17,3.256,221.5616784,6.565,7,2012,28
271,2-2012-07-20,2012-07-20,2012-07-20,2,1819666.46,0,83.23,3.311,221.5701123,6.565,7,2012,29
272,2-2012-07-27,2012-07-27,2012-07-27,2,1757923.88,0,86.37,3.407,221.5785461,6.565,7,2012,30
265,2-2012-08-06,2012-08-06,2012-08-06,2,2010216.49,0,78.69,3.452,221.3877467,6.891,8,2012,32
275,2-2012-08-17,2012-08-17,2012-08-17,2,1928016.01,0,84.79,3.571,221.6751459,6.565,8,2012,33
276,2-2012-08-24,2012-08-24,2012-08-24,2,1876788.15,0,76.91,3.62,221.8083518,6.565,8,2012,34
277,2-2012-08-31,2012-08-31,2012-08-31,2,1947083.3,0,82.64,3.638,221.9415576,6.565,8,2012,35
252,2-2012-09-03,2012-09-03,2012-09-03,2,1937628.26,0,57.11,3.669,220.6974332,7.057,9,2012,36
279,2-2012-09-14,2012-09-14,2012-09-14,2,1814806.63,0,75.88,3.717,222.2174395,6.565,9,2012,37
280,2-2012-09-21,2012-09-21,2012-09-21,2,1829415.67,0,71.09,3.721,222.4169362,6.565,9,2012,38
281,2-2012-09-28,2012-09-28,2012-09-28,2,1746470.56,0,79.45,3.666,222.6164329,6.565,9,2012,39
248,2-2012-10-02,2012-10-02,2012-10-02,2,2103322.68,1,46.98,3.409,219.9049073,7.057,10,2012,40
274,2-2012-10-08,2012-10-08,2012-10-08,2,1866719.96,0,88.55,3.494,221.5954138,6.565,10,2012,41
284,2-2012-10-19,2012-10-19,2012-10-19,2,1847990.41,0,68.08,3.594,223.0598077,6.17,10,2012,42
285,2-2012-10-26,2012-10-26,2012-10-26,2,1834458.35,0,69.79,3.506,223.0783366,6.17,10,2012,43
261,2-2012-11-05,2012-11-05,2012-11-05,2,1917520.99,0,73.87,3.688,221.3632212,6.891,11,2012,45
283,2-2012-12-10,2012-12-10,2012-12-10,2,1900745.13,0,60.97,3.601,223.0154263,6.17,12,2012,50
320,3-2010-01-10,2010-01-10,2010-01-10,3,358784.1,0,73.6,2.603,214.9846548,7.564,1,2010,1
294,3-2010-02-04,2010-02-04,2010-02-04,3,423294.4,0,65.56,2.719,214.1180803,7.343,2,2010,5
307,3-2010-02-07,2010-02-07,2010-02-07,3,381151.72,0,82.2,2.669,214.5463222,7.346,2,2010,5
288,3-2010-02-19,2010-02-19,2010-02-19,3,421642.19,0,47.07,2.514,214.6198868,7.368,2,2010,7
289,3-2010-02-26,2010-02-26,2010-02-26,3,407204.86,0,52.05,2.561,214.6475127,7.368,2,2010,8
316,3-2010-03-09,2010-03-09,2010-03-09,3,366473.97,0,84.16,2.577,214.8481685,7.346,3,2010,10
329,3-2010-03-12,2010-03-12,2010-03-12,3,476420.77,0,53.76,2.708,214.9153531,7.564,3,2010,10
292,3-2010-03-19,2010-03-19,2010-03-19,3,375328.59,0,60.42,2.72,214.5301219,7.368,3,2010,11
293,3-2010-03-26,2010-03-26,2010-03-26,3,359949.27,0,57.06,2.732,214.3241011,7.368,3,2010,12
303,3-2010-04-06,2010-04-06,2010-04-06,3,396968.8,0,78.53,2.705,214.4958382,7.343,4,2010,14
296,3-2010-04-16,2010-04-16,2010-04-16,3,354993.26,0,66.98,2.808,213.7726889,7.343,4,2010,15
297,3-2010-04-23,2010-04-23,2010-04-23,3,339976.65,0,67.87,2.795,213.7221852,7.343,4,2010,16
298,3-2010-04-30,2010-04-30,2010-04-30,3,361248.39,0,70.24,2.78,213.6716815,7.343,4,2010,17
286,3-2010-05-02,2010-05-02,2010-05-02,3,461622.22,0,45.71,2.572,214.4248812,7.368,5,2010,17
290,3-2010-05-03,2010-05-03,2010-05-03,3,415202.04,0,53.04,2.625,214.6751386,7.368,5,2010,18
325,3-2010-05-11,2010-05-11,2010-05-11,3,423175.56,0,62.94,2.689,215.2765472,7.564,5,2010,19
300,3-2010-05-14,2010-05-14,2010-05-14,3,384357.94,0,77.18,2.854,213.6196139,7.343,5,2010,19
301,3-2010-05-21,2010-05-21,2010-05-21,3,343763.17,0,75.81,2.826,213.9116886,7.343,5,2010,20
302,3-2010-05-28,2010-05-28,2010-05-28,3,350089.23,0,78.6,2.759,214.2037634,7.343,5,2010,21
312,3-2010-06-08,2010-06-08,2010-06-08,3,402635.76,0,85.13,2.627,214.8341952,7.346,6,2010,23
305,3-2010-06-18,2010-06-18,2010-06-18,3,364076.85,0,83.52,2.637,214.7858259,7.343,6,2010,24
306,3-2010-06-25,2010-06-25,2010-06-25,3,357346.48,0,83.79,2.653,214.6660741,7.343,6,2010,25
299,3-2010-07-05,2010-07-05,2010-07-05,3,399323.86,0,73.47,2.835,213.6211778,7.343,7,2010,27
309,3-2010-07-16,2010-07-16,2010-07-16,3,352728.78,0,84.32,2.623,214.4176476,7.346,7,2010,28
310,3-2010-07-23,2010-07-23,2010-07-23,3,352864.49,0,83.32,2.608,214.5564968,7.346,7,2010,29
311,3-2010-07-30,2010-07-30,2010-07-30,3,347955.05,0,82.04,2.64,214.695346,7.346,7,2010,30
321,3-2010-08-10,2010-08-10,2010-08-10,3,395107.35,0,66.99,2.633,215.060858,7.564,8,2010,32
313,3-2010-08-13,2010-08-13,2010-08-13,3,339597.38,0,86.74,2.692,214.9730444,7.346,8,2010,32
314,3-2010-08-20,2010-08-20,2010-08-20,3,351728.21,0,88.02,2.664,214.9314191,7.346,8,2010,33
315,3-2010-08-27,2010-08-27,2010-08-27,3,362134.09,0,86.15,2.619,214.8897938,7.346,8,2010,34
295,3-2010-09-04,2010-09-04,2010-09-04,3,415870.28,0,68.0,2.77,213.9120595,7.343,9,2010,35
308,3-2010-09-07,2010-09-07,2010-09-07,3,349214.18,0,81.75,2.642,214.4265704,7.346,9,2010,36
318,3-2010-09-17,2010-09-17,2010-09-17,3,363064.64,0,82.36,2.582,214.8322484,7.346,9,2010,37
319,3-2010-09-24,2010-09-24,2010-09-24,3,355626.87,0,76.9,2.624,214.9084516,7.346,9,2010,38
317,3-2010-10-09,2010-10-09,2010-10-09,3,352260.97,1,80.84,2.565,214.8065431,7.346,10,2010,40
330,3-2010-10-12,2010-10-12,2010-10-12,3,467642.03,0,51.13,2.843,214.7693037,7.564,10,2010,41
322,3-2010-10-15,2010-10-15,2010-10-15,3,345584.39,0,69.71,2.72,215.1293114,7.564,10,2010,41
323,3-2010-10-22,2010-10-22,2010-10-22,3,348895.98,0,71.64,2.725,215.17839,7.564,10,2010,42
324,3-2010-10-29,2010-10-29,2010-10-29,3,348591.74,0,72.04,2.716,215.2274686,7.564,10,2010,43
304,3-2010-11-06,2010-11-06,2010-11-06,3,355017.09,0,82.1,2.668,214.787913,7.343,11,2010,44
327,3-2010-11-19,2010-11-19,2010-11-19,3,372545.32,0,57.72,2.771,215.2074519,7.564,11,2010,46
328,3-2010-11-26,2010-11-26,2010-11-26,3,565567.84,1,68.71,2.735,215.0614025,7.564,11,2010,47
287,3-2010-12-02,2010-12-02,2010-12-02,3,420728.96,1,47.93,2.548,214.5747916,7.368,12,2010,48
291,3-2010-12-03,2010-12-03,2010-12-03,3,384200.69,0,63.08,2.667,214.7027646,7.368,12,2010,48
326,3-2010-12-11,2010-12-11,2010-12-11,3,386635.03,0,62.79,2.728,215.3256258,7.564,12,2010,49
331,3-2010-12-17,2010-12-17,2010-12-17,3,498159.39,0,52.2,2.869,214.704919,7.564,12,2010,50
332,3-2010-12-24,2010-12-24,2010-12-24,3,605990.41,0,57.16,2.886,214.7017828,7.564,12,2010,51
333,3-2010-12-31,2010-12-31,2010-12-31,3,382677.76,1,53.2,2.943,214.6986466,7.564,12,2010,52
346,3-2011-01-04,2011-01-04,2011-01-04,3,374556.08,0,68.76,3.524,218.2114184,7.574,1,2011,1
359,3-2011-01-07,2011-01-07,2011-01-07,3,368962.72,0,85.1,3.524,218.5467052,7.567,1,2011,1
335,3-2011-01-14,2011-01-14,2011-01-14,3,381061.1,0,44.76,2.983,214.7470729,7.551,1,2011,2
336,3-2011-01-21,2011-01-21,2011-01-21,3,350876.7,0,50.74,3.016,215.1268275,7.551,1,2011,3
337,3-2011-01-28,2011-01-28,2011-01-28,3,364866.24,0,48.71,3.01,215.5065821,7.551,1,2011,4
368,3-2011-02-09,2011-02-09,2011-02-09,3,375988.69,0,89.12,3.533,219.1501106,7.567,2,2011,6
381,3-2011-02-12,2011-02-12,2011-02-12,3,472511.32,0,54.97,3.172,222.1589519,7.197,2,2011,6
340,3-2011-02-18,2011-02-18,2011-02-18,3,432782.1,0,61.58,3.045,216.5843571,7.551,2,2011,7
341,3-2011-02-25,2011-02-25,2011-02-25,3,397211.19,0,67.4,3.065,216.8780275,7.551,2,2011,8
355,3-2011-03-06,2011-03-06,2011-03-06,3,394507.84,0,84.29,3.699,218.6449369,7.574,3,2011,9
344,3-2011-03-18,2011-03-18,2011-03-18,3,392109.51,0,69.47,3.488,217.7235226,7.551,3,2011,11
345,3-2011-03-25,2011-03-25,2011-03-25,3,380683.67,0,72.94,3.473,217.9674705,7.551,3,2011,12
338,3-2011-04-02,2011-04-02,2011-04-02,3,438516.53,0,45.95,2.989,215.8863367,7.551,4,2011,13
342,3-2011-04-03,2011-04-03,2011-04-03,3,437084.51,0,65.11,3.288,217.1716979,7.551,4,2011,13
377,3-2011-04-11,2011-04-11,2011-04-11,3,459443.22,0,59.31,3.332,221.245968,7.197,4,2011,15
348,3-2011-04-15,2011-04-15,2011-04-15,3,366250.69,0,75.88,3.743,218.6788642,7.574,4,2011,15
349,3-2011-04-22,2011-04-22,2011-04-22,3,391860.04,0,76.91,3.807,218.851237,7.574,4,2011,16
350,3-2011-04-29,2011-04-29,2011-04-29,3,367405.4,0,78.69,3.81,219.0236099,7.574,4,2011,17
364,3-2011-05-08,2011-05-08,2011-05-08,3,409981.25,0,88.45,3.684,218.9023209,7.567,5,2011,18
352,3-2011-05-13,2011-05-13,2011-05-13,3,386312.68,0,79.87,3.899,219.3683556,7.574,5,2011,19
353,3-2011-05-20,2011-05-20,2011-05-20,3,364603.13,0,75.79,3.907,219.127216,7.574,5,2011,20
354,3-2011-05-27,2011-05-27,2011-05-27,3,369350.6,0,84.41,3.786,218.8860765,7.574,5,2011,21
351,3-2011-06-05,2011-06-05,2011-06-05,3,413042.12,0,69.45,3.906,219.1959827,7.574,6,2011,22
357,3-2011-06-17,2011-06-17,2011-06-17,3,403423.34,0,86.96,3.637,218.3551748,7.574,6,2011,24
358,3-2011-06-24,2011-06-24,2011-06-24,3,385520.71,0,84.94,3.594,218.45094,7.574,6,2011,25
334,3-2011-07-01,2011-07-01,2011-07-01,3,378241.34,0,53.35,2.976,214.6955104,7.551,7,2011,26
373,3-2011-07-10,2011-07-10,2011-07-10,3,403342.4,0,75.54,3.285,220.4299007,7.197,7,2011,27
361,3-2011-07-15,2011-07-15,2011-07-15,3,373454.33,0,87.14,3.575,218.7275216,7.567,7,2011,28
362,3-2011-07-22,2011-07-22,2011-07-22,3,360617.37,0,86.19,3.651,218.7857881,7.567,7,2011,29
363,3-2011-07-29,2011-07-29,2011-07-29,3,345381.29,0,88.07,3.682,218.8440545,7.567,7,2011,30
347,3-2011-08-04,2011-08-04,2011-08-04,3,384075.31,0,72.55,3.622,218.4553663,7.574,8,2011,31
360,3-2011-08-07,2011-08-07,2011-08-07,3,395146.24,0,85.38,3.48,218.6424704,7.567,8,2011,31
366,3-2011-08-19,2011-08-19,2011-08-19,3,379716.91,0,88.44,3.554,219.023271,7.567,8,2011,33
367,3-2011-08-26,2011-08-26,2011-08-26,3,366367.55,0,87.67,3.523,219.0866908,7.567,8,2011,34
369,3-2011-09-09,2011-09-09,2011-09-09,3,377347.49,1,81.72,3.546,219.2135305,7.567,9,2011,36
382,3-2011-09-12,2011-09-12,2011-09-12,3,468772.8,0,49.26,3.158,222.4167852,7.197,9,2011,37
370,3-2011-09-16,2011-09-16,2011-09-16,3,375629.51,0,83.63,3.526,219.3972867,7.567,9,2011,37
371,3-2011-09-23,2011-09-23,2011-09-23,3,365248.94,0,80.19,3.467,219.7414914,7.567,9,2011,38
372,3-2011-09-30,2011-09-30,2011-09-30,3,368477.93,0,82.58,3.355,220.085696,7.567,9,2011,39
356,3-2011-10-06,2011-10-06,2011-10-06,3,391638.75,0,84.84,3.648,218.4037974,7.574,10,2011,40
374,3-2011-10-14,2011-10-14,2011-10-14,3,368282.57,0,73.75,3.274,220.7486167,7.197,10,2011,41
375,3-2011-10-21,2011-10-21,2011-10-21,3,394976.36,0,69.03,3.353,220.9144005,7.197,10,2011,42
376,3-2011-10-28,2011-10-28,2011-10-28,3,389540.62,0,71.04,3.372,221.0801842,7.197,10,2011,43
339,3-2011-11-02,2011-11-02,2011-11-02,3,430526.21,1,43.57,3.022,216.2660913,7.551,11,2011,44
343,3-2011-11-03,2011-11-03,2011-11-03,3,404753.3,0,61.29,3.459,217.4653683,7.551,11,2011,44
378,3-2011-11-11,2011-11-11,2011-11-11,3,407764.25,0,61.7,3.297,221.4117517,7.197,11,2011,45
379,3-2011-11-18,2011-11-18,2011-11-18,3,398838.97,0,63.91,3.308,221.6432852,7.197,11,2011,46
380,3-2011-11-25,2011-11-25,2011-11-25,3,556925.19,1,68.0,3.236,221.9011185,7.197,11,2011,47
365,3-2011-12-08,2011-12-08,2011-12-08,3,380376.85,0,88.88,3.638,218.9605873,7.567,12,2011,49
383,3-2011-12-16,2011-12-16,2011-12-16,3,510747.62,0,57.95,3.159,222.6426418,7.197,12,2011,50
384,3-2011-12-23,2011-12-23,2011-12-23,3,551221.21,0,53.41,3.112,222.8258628,7.197,12,2011,51
385,3-2011-12-30,2011-12-30,2011-12-30,3,410553.88,1,48.29,3.129,223.0090839,7.197,12,2011,52
407,3-2012-01-06,2012-01-06,2012-01-06,3,432268.53,0,81.55,3.501,225.2518313,6.664,1,2012,1
387,3-2012-01-13,2012-01-13,2012-01-13,3,367438.62,0,51.86,3.261,223.3755259,6.833,1,2012,2
388,3-2012-01-20,2012-01-20,2012-01-20,3,365818.61,0,56.2,3.268,223.4700552,6.833,1,2012,3
389,3-2012-01-27,2012-01-27,2012-01-27,3,349518.1,0,58.06,3.29,223.5645845,6.833,1,2012,4
394,3-2012-02-03,2012-02-03,2012-02-03,3,469752.56,0,61.65,3.63,224.3470245,6.833,2,2012,5
392,3-2012-02-17,2012-02-17,2012-02-17,3,475591.08,0,52.39,3.51,223.9170153,6.833,2,2012,7
393,3-2012-02-24,2012-02-24,2012-02-24,3,418925.47,0,60.12,3.555,224.1320199,6.833,2,2012,8
390,3-2012-03-02,2012-03-02,2012-03-02,3,424960.66,0,59.33,3.36,223.6591137,6.833,3,2012,9
416,3-2012-03-08,2012-03-08,2012-03-08,3,419990.29,0,86.55,3.417,225.4636332,6.334,3,2012,10
396,3-2012-03-16,2012-03-16,2012-03-16,3,411775.8,0,64.0,3.734,224.7166953,6.833,3,2012,11
397,3-2012-03-23,2012-03-23,2012-03-23,3,413907.25,0,66.53,3.787,224.7909104,6.833,3,2012,12
398,3-2012-03-30,2012-03-30,2012-03-30,3,407488.84,0,69.36,3.845,224.8651254,6.833,3,2012,13
403,3-2012-04-05,2012-04-05,2012-04-05,3,439913.57,0,79.51,3.749,225.1797511,6.664,4,2012,14
400,3-2012-04-13,2012-04-13,2012-04-13,3,420789.74,0,72.83,3.891,225.0135556,6.664,4,2012,15
401,3-2012-04-20,2012-04-20,2012-04-20,3,434822.13,0,72.05,3.877,225.0689541,6.664,4,2012,16
402,3-2012-04-27,2012-04-27,2012-04-27,3,394616.11,0,73.39,3.814,225.1243526,6.664,4,2012,17
425,3-2012-05-10,2012-05-10,2012-05-10,3,443557.65,0,72.74,3.617,226.7210356,6.034,5,2012,19
405,3-2012-05-18,2012-05-18,2012-05-18,3,418112.76,0,72.38,3.63,225.2512024,6.664,5,2012,20
406,3-2012-05-25,2012-05-25,2012-05-25,3,413701.29,0,78.58,3.561,225.2515168,6.664,5,2012,21
386,3-2012-06-01,2012-06-01,2012-06-01,3,398178.21,0,52.42,3.157,223.1923049,6.833,6,2012,22
399,3-2012-06-04,2012-06-04,2012-06-04,3,503232.13,0,73.01,3.891,224.9393405,6.664,6,2012,23
412,3-2012-06-07,2012-06-07,2012-06-07,3,411206.5,0,83.14,3.227,225.3916254,6.334,6,2012,23
409,3-2012-06-15,2012-06-15,2012-06-15,3,442074.79,0,84.66,3.393,225.2644795,6.664,6,2012,24
410,3-2012-06-22,2012-06-22,2012-06-22,3,419497.95,0,82.7,3.346,225.3068615,6.664,6,2012,25
411,3-2012-06-29,2012-06-29,2012-06-29,3,422965.33,0,86.42,3.286,225.3492435,6.664,6,2012,26
421,3-2012-07-09,2012-07-09,2012-07-09,3,408229.73,1,84.99,3.73,225.9660263,6.334,7,2012,28
413,3-2012-07-13,2012-07-13,2012-07-13,3,416913.1,0,82.28,3.256,225.4340074,6.334,7,2012,28
414,3-2012-07-20,2012-07-20,2012-07-20,3,432424.85,0,81.38,3.311,225.4438827,6.334,7,2012,29
415,3-2012-07-27,2012-07-27,2012-07-27,3,389427.9,0,84.94,3.407,225.4537579,6.334,7,2012,30
408,3-2012-08-06,2012-08-06,2012-08-06,3,446336.8,0,81.65,3.452,225.2521458,6.664,8,2012,32
418,3-2012-08-17,2012-08-17,2012-08-17,3,394918.83,0,87.36,3.571,225.5558664,6.334,8,2012,33
419,3-2012-08-24,2012-08-24,2012-08-24,3,412449.67,0,83.01,3.62,225.6925864,6.334,8,2012,34
420,3-2012-08-31,2012-08-31,2012-08-31,3,408838.73,0,85.18,3.638,225.8293063,6.334,8,2012,35
395,3-2012-09-03,2012-09-03,2012-09-03,3,445162.05,0,60.71,3.669,224.5620291,6.833,9,2012,36
422,3-2012-09-14,2012-09-14,2012-09-14,3,407589.16,0,78.36,3.717,226.1122067,6.334,9,2012,37
423,3-2012-09-21,2012-09-21,2012-09-21,3,414392.09,0,72.78,3.721,226.3151496,6.334,9,2012,38
424,3-2012-09-28,2012-09-28,2012-09-28,3,389813.02,0,77.46,3.666,226.5180926,6.334,9,2012,39
391,3-2012-10-02,2012-10-02,2012-10-02,3,473292.47,1,51.65,3.409,223.753643,6.833,10,2012,40
417,3-2012-10-08,2012-10-08,2012-10-08,3,391811.6,0,85.85,3.494,225.4735085,6.334,10,2012,41
427,3-2012-10-19,2012-10-19,2012-10-19,3,424513.08,0,73.44,3.594,226.9688442,6.034,10,2012,42
428,3-2012-10-26,2012-10-26,2012-10-26,3,405432.7,0,74.66,3.506,226.9873637,6.034,10,2012,43
404,3-2012-11-05,2012-11-05,2012-11-05,3,431985.36,0,75.19,3.688,225.2351496,6.664,11,2012,45
426,3-2012-12-10,2012-12-10,2012-12-10,3,410804.39,0,70.31,3.601,226.9239785,6.034,12,2012,50
463,4-2010-01-10,2010-01-10,2010-01-10,4,1842821.02,0,63.96,2.619,126.2346,7.127,1,2010,1
437,4-2010-02-04,2010-02-04,2010-02-04,4,1979247.12,0,48.77,2.74,126.6034839,7.896,2,2010,5
450,4-2010-02-07,2010-02-07,2010-02-07,4,1881337.21,0,73.66,2.668,126.1392,7.372,2,2010,5
431,4-2010-02-19,2010-02-19,2010-02-19,4,2049860.26,0,36.45,2.54,126.5262857,8.623,2,2010,7
432,4-2010-02-26,2010-02-26,2010-02-26,4,1925728.84,0,41.36,2.59,126.5522857,8.623,2,2010,8
459,4-2010-03-09,2010-03-09,2010-03-09,4,1935857.58,0,76.8,2.584,126.1019355,7.372,3,2010,10
472,4-2010-03-12,2010-03-12,2010-03-12,4,2102530.17,0,46.4,2.727,126.7313333,7.127,3,2010,10
435,4-2010-03-19,2010-03-19,2010-03-19,4,1897429.36,0,55.19,2.743,126.6066452,8.623,3,2010,11
436,4-2010-03-26,2010-03-26,2010-03-26,4,1762539.3,0,39.91,2.752,126.6050645,8.623,3,2010,12
446,4-2010-04-06,2010-04-06,2010-04-06,4,1903290.58,0,70.83,2.701,126.1360645,7.896,4,2010,14
439,4-2010-04-16,2010-04-16,2010-04-16,4,1851519.69,0,56.23,2.81,126.5621,7.896,4,2010,15
440,4-2010-04-23,2010-04-23,2010-04-23,4,1802677.9,0,56.87,2.805,126.4713333,7.896,4,2010,16
441,4-2010-04-30,2010-04-30,2010-04-30,4,1817273.28,0,53.04,2.787,126.3805667,7.896,4,2010,17
429,4-2010-05-02,2010-05-02,2010-05-02,4,2135143.87,0,43.76,2.598,126.4420645,8.623,5,2010,17
433,4-2010-05-03,2010-05-03,2010-05-03,4,1971057.44,0,43.49,2.654,126.5782857,8.623,5,2010,18
468,4-2010-05-11,2010-05-11,2010-05-11,4,2013115.79,0,51.6,2.699,126.4912903,7.127,5,2010,19
443,4-2010-05-14,2010-05-14,2010-05-14,4,1875597.28,0,62.35,2.845,126.2085484,7.896,5,2010,19
444,4-2010-05-21,2010-05-21,2010-05-21,4,1903752.6,0,67.4,2.82,126.1843871,7.896,5,2010,20
445,4-2010-05-28,2010-05-28,2010-05-28,4,1857533.7,0,67.73,2.756,126.1602258,7.896,5,2010,21
455,4-2010-06-08,2010-06-08,2010-06-08,4,1907638.58,0,76.53,2.64,126.0854516,7.372,6,2010,23
448,4-2010-06-18,2010-06-18,2010-06-18,4,1929736.35,0,81.53,2.635,126.114,7.896,6,2010,24
449,4-2010-06-25,2010-06-25,2010-06-25,4,1846651.95,0,81.1,2.654,126.1266,7.896,6,2010,25
442,4-2010-07-05,2010-07-05,2010-07-05,4,2000626.14,0,56.77,2.836,126.2898,7.896,7,2010,27
452,4-2010-07-16,2010-07-16,2010-07-16,4,1898427.66,0,78.53,2.621,126.1498065,7.372,7,2010,28
453,4-2010-07-23,2010-07-23,2010-07-23,4,1848426.78,0,79.78,2.612,126.1283548,7.372,7,2010,29
454,4-2010-07-30,2010-07-30,2010-07-30,4,1796637.61,0,80.7,2.65,126.1069032,7.372,7,2010,30
464,4-2010-08-10,2010-08-10,2010-08-10,4,1951494.85,0,67.73,2.645,126.2791667,7.127,8,2010,32
456,4-2010-08-13,2010-08-13,2010-08-13,4,2007050.75,0,78.08,2.698,126.064,7.372,8,2010,32
457,4-2010-08-20,2010-08-20,2010-08-20,4,1997181.09,0,78.83,2.671,126.0766452,7.372,8,2010,33
458,4-2010-08-27,2010-08-27,2010-08-27,4,1848403.92,0,74.44,2.621,126.0892903,7.372,8,2010,34
438,4-2010-09-04,2010-09-04,2010-09-04,4,1818452.72,0,54.16,2.773,126.6019032,7.896,9,2010,35
451,4-2010-09-07,2010-09-07,2010-09-07,4,1812208.22,0,80.35,2.637,126.1518,7.372,9,2010,36
461,4-2010-09-17,2010-09-17,2010-09-17,4,1899959.61,0,64.91,2.594,126.1454667,7.372,9,2010,37
462,4-2010-09-24,2010-09-24,2010-09-24,4,1810684.68,0,60.96,2.642,126.1900333,7.372,9,2010,38
460,4-2010-10-09,2010-10-09,2010-10-09,4,1865820.81,1,73.54,2.574,126.1145806,7.372,10,2010,40
473,4-2010-10-12,2010-10-12,2010-10-12,4,2302504.86,0,42.4,2.86,126.7934,7.127,10,2010,41
465,4-2010-10-15,2010-10-15,2010-10-15,4,1867345.09,0,62.03,2.732,126.3266774,7.127,10,2010,41
